,issue,title,arc,cover_date,href,artist,price,tagline,format,arc,characters,group
0,441,"She Lies with Angels, Conclusion",She Lies with Angels,May 2004,issue.php?ID=4920,Salvador LarrocaArnold Tsang,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueShe Lies with AngelsSynopsis: ,"Archangel (Marvel) Chester Cabot (Marvel) Julia Cabot Elizabeth Guthrie (Marvel) Jebediah Guthrie (Marvel) Lewis Guthrie (Marvel) 
 
 Lucinda Guthrie (Marvel) Husk (Marvel) Icarus (Marvel)(01 - Josh Guthrie) Nightcrawler (Marvel)(01 - Kurt Wagner) Polaris (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,440,"She Lies with Angels, Part 4 of 5",She Lies with Angels,April 2004,issue.php?ID=4919,Salvador LarrocaArnold Tsang,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueShe Lies with AngelsSynopsis: ,"Archangel (Marvel) Chester Cabot (Marvel) Julia Cabot Elizabeth Guthrie (Marvel) Jebediah Guthrie (Marvel) Joelle Guthrie (Marvel) Lewis Guthrie (Marvel) 
 
 Lucinda Guthrie (Marvel) Husk (Marvel) Icarus (Marvel)(01 - Josh Guthrie) Nightcrawler (Marvel)(01 - Kurt Wagner) Polaris (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,439,"She Lies with Angels, Part 3 of 5",She Lies with Angels,April 2004,issue.php?ID=4918,Salvador LarrocaArnold Tsang,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueShe Lies with AngelsLetters Column: X-MailSynopsis: ,"Archangel (Marvel) Chester Cabot (Marvel) Abraham Cabot Julia Cabot Lucinda Guthrie (Marvel) 
 
 Husk (Marvel) Icarus (Marvel)(01 - Josh Guthrie) Nightcrawler (Marvel)(01 - Kurt Wagner) Polaris (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,438,"She Lies with Angels, Part 2 of 5",She Lies with Angels,March 2004,issue.php?ID=4917,Salvador LarrocaArnold Tsang,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueShe Lies with AngelsSynopsis: ,"Archangel (Marvel) Chester Cabot (Marvel) Julia Cabot Elizabeth Guthrie (Marvel) Lewis Guthrie (Marvel) Lucinda Guthrie (Marvel) 
 
 Husk (Marvel) Icarus (Marvel)(01 - Josh Guthrie) Nightcrawler (Marvel)(01 - Kurt Wagner) Polaris (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,437,She Lies With Angels Part 1 of 5,She Lies with Angels,March 2004,issue.php?ID=4916,UDON StudiosSalvador LarrocaArnold Tsang,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueShe Lies with AngelsSynopsis: ,"Archangel (Marvel) Abraham Cabot Julia Cabot Elizabeth Guthrie (Marvel) Jebediah Guthrie (Marvel) Joelle Guthrie (Marvel) 
 
 Lewis Guthrie (Marvel) Lucinda Guthrie (Marvel) Husk (Marvel) Icarus (Marvel)(01 - Josh Guthrie) Jubilee (Marvel)",x_men_uncanny_1963
0,436,"The Trial of Juggernaut, Conclusion",The Trial of the Juggerna...,February 2004,issue.php?ID=3962,Ron Garney,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe Trial of the JuggernautSynopsis: ,"Juggernaut (Marvel)(01 - Cain Marko) Juggernaut (Marvel)(02 - Ed Starkweather) Professor X (Marvel) 
 
 Squidboy (Marvel) Jennifer Walters (Marvel)(Earth-721) Jack White (Marvel)",x_men_uncanny_1963
0,435,"Trial of the Juggernaut, Part 1 of 2",The Trial of the Juggerna...,February 2004,issue.php?ID=3961,ArtmonkeysRon Garney,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe Trial of the JuggernautSynopsis: ,"Archangel (Marvel) Husk (Marvel) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) Juggernaut (Marvel)(02 - Ed Starkweather) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Rhino (Marvel)(01 - Aleksei Sytsevich) Jennifer Walters (Marvel)(Earth-721) Jack White (Marvel)",x_men_uncanny_1963
0,434,"The Draco, Conclusion",The Draco,January 2004,issue.php?ID=3960,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Azazel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Ginniyeh (Marvel) Guardian (Marvel)(01 - James Hudson) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Jubilee (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Kiwi Black (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Ophis (Marvel) Polaris (Marvel) Professor X (Marvel) Sasquatch (Marvel)(01 - Walter Langkowski) Squidboy (Marvel) Vindicator (Marvel)(02 - Heather Hudson) Wolverine (Marvel)(01 - James 'Logan' Howlett) Yidrazil (Marvel)",x_men_uncanny_1963
0,433,"The Draco, Part V of VI",The Draco,January 2004,issue.php?ID=3959,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Azazel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Ginniyeh (Marvel) Guardian (Marvel)(01 - James Hudson) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Jillian (Marvel) Jubilee (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Kiwi Black (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Ophis (Marvel) Polaris (Marvel) Professor X (Marvel) Sasquatch (Marvel)(01 - Walter Langkowski) Squidboy (Marvel) Vindicator (Marvel)(02 - Heather Hudson) Wolverine (Marvel)(01 - James 'Logan' Howlett) Yidrazil (Marvel)",x_men_uncanny_1963
0,432,"The Draco, Part IV of VI",The Draco,December 2003,issue.php?ID=3958,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Azazel (Marvel) Ginniyeh (Marvel) Guardian (Marvel)(01 - James Hudson) Havok (Marvel) Husk (Marvel) Jillian (Marvel) Juggernaut (Marvel)(01 - Cain Marko) Kiwi Black (Marvel) 
 
 Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Ophis (Marvel) Sasquatch (Marvel)(01 - Walter Langkowski) Squidboy (Marvel) Vindicator (Marvel)(02 - Heather Hudson) Wolverine (Marvel)(01 - James 'Logan' Howlett) Yidrazil (Marvel)",x_men_uncanny_1963
0,431,"The Draco, Part III of VI",The Draco,November 2003,issue.php?ID=3957,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Azazel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Ginniyeh (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Jillian (Marvel) Jubilee (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) Kiwi Black (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Ophis (Marvel) Polaris (Marvel) Professor X (Marvel) Squidboy (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Yidrazil (Marvel)",x_men_uncanny_1963
0,430,"The Draco, Part II of VI",The Draco,October 2003,issue.php?ID=3956,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Jubilee (Marvel) 
 
 Kiwi Black (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Polaris (Marvel) Professor X (Marvel) Squidboy (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Kuan-Yin Xorn (Marvel)",x_men_uncanny_1963
0,429,"The Draco, Part 1 of 6: Sins of the Father",The Draco,October 2003,issue.php?ID=3955,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesThere are other versions of this issue in the database: Uncanny X-Men (1963) #429 Wizard World Chicago EditionStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Azazel (Marvel) Cyclops (Marvel)(03 - Scott Summers) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Ginniyeh (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jillian (Marvel) Jubilee (Marvel) Juggernaut (Marvel)(01 - Cain Marko) Kiwi Black (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Ophis (Marvel) Polaris (Marvel) Professor X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Yidrazil (Marvel)",x_men_uncanny_1963
0,428,How Did I Get Here? - a Prelude to the Draco,The Draco,October 2003,issue.php?ID=3954,Brian HaberlinPhilip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueThe DracoSynopsis: ,"Azazel (Marvel) Mystique (Marvel) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner)",x_men_uncanny_1963
0,427,The Dead Have No Rights,,September 2003,issue.php?ID=3953,Philip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Husk (Marvel) 
 
 Jubilee (Marvel)",x_men_uncanny_1963
0,426,"Sacred Vows, Part II of II",Sacred Vows,August 2003,issue.php?ID=3952,Randall Green - 'Randy Green'Brian HaberlinRichard Lee Ketcham - 'Rick',US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSacred VowsSynopsis: ,"Archangel (Marvel) Dr. Valerie Cooper (Marvel) Cyclops (Marvel)(03 - Scott Summers) Forge (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) 
 
 Iceman (Marvel) Jubilee (Marvel) Juggernaut (Marvel)(01 - Cain Marko) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Polaris (Marvel) Professor X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,425,"Sacred Vows, 1 of 2",Sacred Vows,August 2003,issue.php?ID=3950,Brian HaberlinPhilip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSacred VowsSynopsis: ,"Archangel (Marvel) Beast (Marvel)(Henry McCoy) Cable (Marvel) Dr. Valerie Cooper (Marvel) Corsair (Marvel) Cyclops (Marvel)(03 - Scott Summers) Domino (Marvel)(02 - Neena Thurman) Forge (Marvel) Gambit (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Jubilee (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) Magma (Marvel)(02 - Amara Aquilla) Multiple Man (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Phoenix (Marvel)(04 - Jean Grey) Polaris (Marvel) Professor X (Marvel) Quicksilver (Marvel) Rogue (Marvel)(01 - Anna Marie Raven) Scarlet Witch (Marvel)(02 - Wanda Maximoff) Wolfsbane (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Kuan-Yin Xorn (Marvel)",x_men_uncanny_1963
0,424,"Holy War, Part 2 of 2",Holy War,July 2003,issue.php?ID=3949,Brian HaberlinPhilip S. Tan,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueHoly WarSynopsis: ,"Cyclops (Marvel)(03 - Scott Summers) Father Whitney (Marvel) Havok (Marvel) Iceman (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) 
 
 Phoenix (Marvel)(04 - Jean Grey) Polaris (Marvel) Supreme Pontiff (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,423,"Holy War, Part 1 of 2",Holy War,July 2003,issue.php?ID=3948,Haberlin StudiosPhilip S. Tan,US $ 0.25,None.,Color;  Standard Comic Issue; 32 pagesThere are other versions of this issue in the database: Uncanny X-Men (1963) #423 Misprint Version Uncanny X-Men (1963) #423 Regular Price VersionStory,Add/remove story arcs to this issueHoly WarSynopsis: ,"Archangel (Marvel) Bedlam (Marvel)(03 - Jesse Aaronson) Chamber (Marvel)(01 - Jonothan Starsmore) Cyclops (Marvel)(03 - Scott Summers) Annie Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jubilee (Marvel) Magma (Marvel)(02 - Amara Aquilla) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Polaris (Marvel) Skin (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,422,"Rules of Engagement, Part 2 of 2",Rules of Engagement (X-Me...,June 2003,issue.php?ID=3947,Brian HaberlinPhilip S. Tan,US $ 3.50,None.,Color;  Standard Comic Issue; 48 pagesStory,Add/remove story arcs to this issueRules of Engagement (X-Men)Synopsis: ,"Archangel (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Earthmover (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Guardian (Marvel)(01 - James Hudson) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Polaris (Marvel) Professor X (Marvel) Puck (Marvel)(01 - Eugene Judd) Sasquatch (Marvel)(01 - Walter Langkowski) Snowbird (Marvel) Squidboy (Marvel) Stacy X (Marvel) Vindicator (Marvel)(02 - Heather Hudson)",x_men_uncanny_1963
0,421,"Rules of Engagement, Part 1 of 2",Rules of Engagement (X-Me...,June 2003,issue.php?ID=3946,Chris Bachalo,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueRules of Engagement (X-Men)Synopsis: ,"Archangel (Marvel) Beast (Marvel)(Henry McCoy) Cyclops (Marvel)(03 - Scott Summers) Earthmover (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Guardian (Marvel)(01 - James Hudson) Havok (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Polaris (Marvel) Professor X (Marvel) Puck (Marvel)(01 - Eugene Judd) Sasquatch (Marvel)(01 - Walter Langkowski) Snowbird (Marvel) Vindicator (Marvel)(02 - Heather Hudson)",x_men_uncanny_1963
0,420,Dominant Species: Conclusion,Dominant Species,May 2003,issue.php?ID=3945,Studio TronKia Asamiya - '麻宮騎亜',US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueDominant SpeciesSynopsis: ,"Archangel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Maximus Lobo (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Polaris (Marvel) Professor X (Marvel) Squidboy (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,419,"Dominant Species, Part III",Dominant Species,April 2003,issue.php?ID=3944,Steve Uy,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueDominant SpeciesSynopsis: ,"Archangel (Marvel) Father Whitney (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Maximus Lobo (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Polaris (Marvel) Professor X (Marvel) Squidboy (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,418,"Dominant Species, Part II",Dominant Species,March 2003,issue.php?ID=3943,Studio TronKia Asamiya - '麻宮騎亜',US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueDominant SpeciesSynopsis: ,"Archangel (Marvel) Father Whitney (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) Maximus Lobo (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Polaris (Marvel) Squidboy (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,417,"Dominant Species, Part 1",Dominant Species,March 2003,issue.php?ID=3942,Studio TronKia Asamiya - '麻宮騎亜',US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueDominant SpeciesSynopsis: ,"Archangel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) Charlotte Jones (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Maximus Lobo (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,416,Living In a Mansion,,February 2003,issue.php?ID=3934,Studio TronKia Asamiya - '麻宮騎亜',US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Cyclops (Marvel)(03 - Scott Summers) Annie Ghazikhanian (Marvel) Glob Herman (Marvel) Havok (Marvel) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) 
 
 Kurt Marko (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel)",x_men_uncanny_1963
0,415,Secrets,,January 2003,issue.php?ID=3932,Steve Uy,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Annie Ghazikhanian (Marvel) Havok (Marvel) 
 
 Iceman (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel)",x_men_uncanny_1963
0,414,Fall Down Go Boom,,December 2002,issue.php?ID=3929,Steve Uy,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Annie Ghazikhanian (Marvel) Havok (Marvel) Iceman (Marvel) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Professor X (Marvel) Stacy X (Marvel)",x_men_uncanny_1963
0,413,Annie's Moving Story,,November 2002,issue.php?ID=3927,Steve Uy,US $ 2.25,None.,Color;  Standard Comic Issue; 32 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,412,Hope: Part 3,Hope,November 2002,issue.php?ID=3924,Steve Uy,US $ 2.25,None.,Color;  Standard Comic Issue; 24 pagesStory,Add/remove story arcs to this issueHopeSynopsis: ,"Archangel (Marvel) Beast (Marvel)(Henry McCoy) 'Black' Tom Cassidy (Marvel) Cyclops (Marvel)(03 - Scott Summers) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Iceman (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) M (Marvel)(02 - Monet St. Croix) Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,411,Hope: Part 2,Hope,October 2002,issue.php?ID=3923,Ron Garney,US $ 2.25,None.,Color;  Standard Comic Issue; 24 pagesStory,Add/remove story arcs to this issueHopeSynopsis: ,"Archangel (Marvel) Beast (Marvel)(Henry McCoy) 'Black' Tom Cassidy (Marvel) Cyclops (Marvel)(03 - Scott Summers) Annie Ghazikhanian (Marvel) Carter Ghazikhanian (Marvel) Havok (Marvel) Iceman (Marvel) 
 
 Juggernaut (Marvel)(01 - Cain Marko) M (Marvel)(02 - Monet St. Croix) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,410,Hope: Part 1,Hope,October 2002,issue.php?ID=3919,Ron Garney,US $ 2.25,None.,Color;  Standard Comic Issue; 23 pagesStory,Add/remove story arcs to this issueHopeSynopsis: ,"Archangel (Marvel) Beast (Marvel)(Henry McCoy) Iceman (Marvel) Juggernaut (Marvel)(01 - Cain Marko) M (Marvel)(02 - Monet St. Croix) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Squidboy (Marvel) Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,409,"Rocktopia, Part 5 of 8",,September 2002,issue.php?ID=3917,Sean Phillips,US $ 2.25,None.,Color;  Standard Comic Issue; 24 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Iceman (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) 
 
 Stacy X (Marvel) Vanisher (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,408,Identity Crisis,,September 2002,issue.php?ID=3915,Sean Phillips,US $ 2.25,None.,Color;  Standard Comic Issue; 23 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Iceman (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) 
 
 Stacy X (Marvel) Vanisher (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,407,"Gläubiger, Heiler, Gefallener",,August 2002,issue.php?ID=3913,Sean Phillips,US $ 2.25,None.,Color;  Standard Comic Issue; 23 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Archangel (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Iceman (Marvel) 'Feuer' Langhagen (Marvel) Multiple Man (Marvel) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Romano Prodi Stacy X (Marvel) Supreme Pontiff (Marvel)",x_men_uncanny_1963
0,406,Staring Contests Are For Suckers,,July 2002,issue.php?ID=3912,Ariel Olivetti,US $ 2.25,None.,Color;  Standard Comic Issue; 23 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Banshee (Marvel)(01 - Sean Cassidy) Blob (Marvel) Fever Pitch (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jubilee (Marvel) M (Marvel)(02 - Monet St. Croix) Mastermind (Marvel)(03 - Martinique Wyngarde) Multiple Man (Marvel) Mystique (Marvel) Stacy X (Marvel) Sunpyre (Marvel)(01 - Leyu Yoshida)",x_men_uncanny_1963
0,405,Ballroom Blitzkrieg,,June 2002,issue.php?ID=3911,Sean Phillips,US $ 2.25,None.,Color;  Standard Comic Issue; 22 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Banshee (Marvel)(01 - Sean Cassidy) Blob (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Fever Pitch (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jubilee (Marvel) M (Marvel)(02 - Monet St. Croix) Mastermind (Marvel)(03 - Martinique Wyngarde) Multiple Man (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Radius (02 - Jared Corbo) Stacy X (Marvel) Sunpyre (Marvel)(01 - Leyu Yoshida)",x_men_uncanny_1963
0,404,Army Ants,,April 2002,issue.php?ID=3910,Sean Phillips,US $ 2.25,None.,Color;  Standard Comic Issue; 22 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Banshee (Marvel)(01 - Sean Cassidy) Blob (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Fever Pitch (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jubilee (Marvel) M (Marvel)(02 - Monet St. Croix) Mastermind (Marvel)(03 - Martinique Wyngarde) Multiple Man (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Stacy X (Marvel) Sunpyre (Marvel)(01 - Leyu Yoshida)",x_men_uncanny_1963
0,403,Lurking,,March 2002,issue.php?ID=3909,Ariel Olivetti,US $ 2.25,None.,Color;  Standard Comic Issue; 22 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Banshee (Marvel)(01 - Sean Cassidy) Blob (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Fever Pitch (Marvel) Husk (Marvel) Iceman (Marvel) 
 
 Jubilee (Marvel) M (Marvel)(02 - Monet St. Croix) Mastermind (Marvel)(03 - Martinique Wyngarde) Multiple Man (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Radius (02 - Jared Corbo) Stacy X (Marvel)",x_men_uncanny_1963
