,issue,title,arc,cover_date,href,artist,price,tagline,format,arc,characters,group
0,TPB,X-Corps,,2013,issue.php?ID=289461,Ian Churchill,US $ 39.99,None.,Color;  Trade Paperback; 464 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Abyss (Marvel)(01 - Nils Styger) Archangel (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Banshee (Marvel)(01 - Sean Cassidy) Beast (Marvel)(Henry McCoy) Bette (Marvel) Blob (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) William Jefferson 'Bill' Clinton Cyclops (Marvel)(03 - Scott Summers) Fever Pitch (Marvel) Nick Fury (Marvel)(01 - Nick Fury, Sr.) Husk (Marvel) Iceman (Marvel) Jubilee (Marvel) Sugar Kane 'Feuer' Langhagen (Marvel) M (Marvel)(02 - Monet St. Croix) 
 
 Madam Drache Marvel Girl (Marvel)(01 - Jean Grey) Mastermind (Marvel)(03 - Martinique Wyngarde) Mr. Clean (Marvel)(02 - Marvel) Multiple Man (Marvel) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Romano Prodi Professor X (Marvel) Radius (02 - Jared Corbo) Warp Savant Stacy X (Marvel) Sunpyre (Marvel)(01 - Leyu Yoshida) Supreme Pontiff (Marvel) Vanisher (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,TPB,Uncanny X-Men: Executions Book 2,,September 1995,issue.php?ID=220149,Jim LeeScott Williams,UK £ 8.99,None.,Color;  Trade Paperback; 96 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Banshee (Marvel)(01 - Sean Cassidy) Binary (Marvel) Brainchild (Marvel) Ch'od (Marvel) Lila Cheney (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Corsair (Marvel) Tom Corsi Cr'reee Deathbird (Marvel)(01 - Cal'syee Neramani) Earthquake (Marvel) Forge (Marvel) Sharon Friedlander Nick Fury (Marvel)(01 - Nick Fury, Sr.) Gambit (Marvel) Gaza (Marvel) Gladiator (Marvel)(02 - Kallark) Hepzibah (Marvel) Stevie Hunter (Marvel) Jubilee (Marvel) Ka-Zar (Marvel)(02 - Kevin Plunder) Legion (Marvel) Anya Lehnsherr Lilandra (Marvel) Lupo (Marvel) Moira MacTaggert (Marvel) Magneto (Marvel) 
 
 Mentor (Marvel)(02 - Imperial Guard) Multiple Man (Marvel) Nereel (Marvel) Oracle (Marvel)(01 - Imperial Guard) Piper (Marvel)(01 - Savage Land Mutates) Professor X (Marvel) Psylocke (Marvel) Raza (Marvel)(01 - Raza Longknife) Rogue (Marvel)(01 - Anna Marie Raven) Amanda Sefton (Marvel) Yuri Vassilyavitch Semyanov Shadow King (Marvel) Shanna the She-Devil (Marvel) Lian Shen Siryn (Marvel) Smasher (Marvel)(05 - Vril Rokk) Starbolt (Marvel)(01) Storm (Marvel)(01 - Ororo Munroe) Strong Guy (Marvel) Brigadier Alysande Stuart Tempest (Marvel)(01 - Grannz) Titan (Marvel)(02 - Imperial Guard) Warstar Wolverine (Marvel)(01 - James 'Logan' Howlett) Worm (Marvel) Zabu (Marvel) Zaladane",x_men_uncanny_1963
0,TPB,The Uncanny X-Men in Days of Future Past,Days of Future Past,January 1989,issue.php?ID=38102,Jackson 'Butch' GuiceScott Williams,US $ 3.95,The X-Men Are Dead...Long Live the X-Men!,"Color;  Trade Paperback; 48 pagesThere are other versions of this issue in the database: Uncanny X-Men (1963) TPB 2nd Printing Uncanny X-Men (1963) TPB 3rd printing Uncanny X-Men (1963) TPB 4th Printing Uncanny X-Men (1963) TPB 5th Printing Uncanny X-Men (1963) TPB 6th Printing, Marvel's Finest Uncanny X-Men (1963) TPB Extended Edition, 1st Edition, 1st Printing Uncanny X-Men (1963) TPB Extended Edition, 2nd Edition, 1st Printing Uncanny X-Men (1963) TPB Extended Edition, 2nd Edition, 2nd Printing Uncanny X-Men (1963) TPB Extended Edition, 2nd Edition, 4th PrintingStory",Add/remove story arcs to this issueDays of Future PastSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Avalanche (Marvel)(01 - Dominic Szilard) Black King (01 - Sebastian Shaw) Blob (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Colossus (Marvel)(Days of Future Past) Destiny (Marvel) (03 - Irene Adler) Henry Peter Gyrich (Marvel) Robert Edward Kelly Moira MacTaggert (Marvel) Magneto (Marvel)(Days of Future Past) Mystique (Marvel) 
 
 Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Pyro (Marvel)(01 - St. John Allerdyce) Franklin Benjamin 'Scrapper' Richards (Marvel)(Days of Future Past) Shadowcat (Marvel)(Days of Future Past) Sprite (Marvel)(02 - Kitty Pryde) Storm (Marvel)(01 - Ororo Munroe) Storm (Marvel)(Days of Future Past) Rachel Anne Summers (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Wolverine (Marvel)(Days of Future Past)",x_men_uncanny_1963
0,TPB,The Uncanny X-men Executions Book One,,1995,issue.php?ID=215604,Jim LeeScott Williams,UK £ 8.99,None.,Color;  Trade PaperbackStory,Add/remove story arcs to this issueSynopsis: ,"Amphibius (Marvel) Archangel (Marvel) Banshee (Marvel)(01 - Sean Cassidy) Barbarus (Marvel) Beast (Marvel)(Henry McCoy) Black Widow (Marvel)(02 - Natalia Romanova) Bonebreaker (Marvel) Boom Boom (Marvel) Brainchild (Marvel) George Herbert Walker Bush Cable (Marvel) Cannonball (Marvel) Captain America (Marvel)(01 - Steve Rogers) Lila Cheney (Marvel) Wade Cole (Marvel) Dr. Valerie Cooper (Marvel) Cyclops (Marvel)(03 - Scott Summers) Lorna Dane (Marvel) Deathbird (Marvel)(01 - Cal'syee Neramani) Fenris (Andrea Strucker) Fenris (Andreas Strucker) Forge (Marvel) Nick Fury (Marvel)(01 - Nick Fury, Sr.) Gambit (Marvel) Gateway (Marvel) Gaza (Marvel) Iceman (Marvel) Iron Man (Marvel)(01 - Tony Stark) Jubilee (Marvel) Ka-Zar (Marvel)(02 - Kevin Plunder) Lady Deathstrike (Marvel) Legion (Marvel) Lupo (Marvel) Angelo Macon (Marvel) 
 
 Moira MacTaggert (Marvel) Magneto (Marvel) Marvel Girl (Marvel)(01 - Jean Grey) Master Mold (01 - Original) Mystique (Marvel) Nereel (Marvel) Ivan 'Ivanovich' Petrovitch Donald Pierce (Marvel) Piper (Marvel)(01 - Savage Land Mutates) Pretty Boy (Marvel) Professor X (Marvel) Psylocke (Marvel) Murray Reese (Marvel) Jacob Reisz Rictor (Marvel) Rogue (Marvel)(01 - Anna Marie Raven) Amanda Sefton (Marvel) Yuri Vassilyavitch Semyanov Seraph (Marvel)(02) Shadow King (Marvel) Shanna the She-Devil (Marvel) Skullbuster (Marvel) (02 - Cylla Markham) Storm (Marvel)(01 - Ororo Munroe) Strong Guy (Marvel) Geoffrey Sydenham Patricia  'Trish' Tilby Matsu'o Tsurayaba (Marvel) Baron Wolfgang von Strucker (Marvel) Whiteout (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Worm (Marvel) Zabu (Marvel) Zaladane",x_men_uncanny_1963
0,TPB,The Rise and Fall of the Shi'ar Empire,The Rise And Fall Of The ...,2008,issue.php?ID=135236,Billy Tan - 'Billy Tan Mung Khoy'John Watson,US $ 29.99,A Brand New Era For Uncanny X-Men Begins Here!,Color;  Trade Paperback; 312 pagesStory,Add/remove story arcs to this issueThe Rise And Fall Of The Shi'ar EmpireSynopsis: ,"Araki (Marvel)(01) Astra (Marvel)(01 - Imperial Guard) Beast (Marvel)(Henry McCoy) Ch'od (Marvel) Corsair (Marvel) Cosmo (Marvel)(01 - Imperial Guard) Cr'reee Cyclops (Marvel)(03 - Scott Summers) D'Ken Darwin (Marvel)(01 - Armando Munoz) Deathbird (Marvel)(01 - Cal'syee Neramani) Earthquake (Marvel) Electron (Marvel) Fang (Marvel)(03) Flashfire (Marvel) Gladiator (Marvel)(02 - Kallark) Havok (Marvel) Hepzibah (Marvel) Hobgoblin (Marvel)(05 - Imperial Guard) Impulse (Marvel)(01 - Imperial Guard (01)) K'Tor Korvus (Marvel) Lilandra (Marvel) Magique 
 
 Major General Ka'ardum Manta (Marvel) Marvel Girl (Marvel)(03 - Rachel Grey) Mentor (Marvel)(02 - Imperial Guard) N'Ruto Neutron (Marvel)(01) Nightcrawler (Marvel)(01 - Kurt Wagner) Nightside (Marvel)(01 - Imperial Guard) Oracle (Marvel)(01 - Imperial Guard) Phoenix Force (Marvel) Plutonia (Marvel)(01 - N'zyr) Polaris (Marvel) Professor X (Marvel) Raza (Marvel)(01 - Raza Longknife) Rook'shir Scintilla Smasher (Marvel)(05 - Vril Rokk) Starbolt (Marvel)(01) Katherine Anne Summers Titan (Marvel)(02 - Imperial Guard) Vulcan (Marvel)(02 - Gabriel Summers) Warpath (Marvel) Warstar",x_men_uncanny_1963
0,TPB,The Extremists,The Extremists (Uncanny X...,2007,issue.php?ID=115980,Salvador Larroca,US $ 13.99,Mayhem In The Morlock Tunnels!,Color;  Trade Paperback; 120 pagesStory,Add/remove story arcs to this issueThe Extremists (Uncanny X-Men)Synopsis: ,"Beast (Marvel)(Henry McCoy) Bliss (Marvel) Caliban (Marvel) Dr. Valerie Cooper (Marvel) Delphi (Marvel)(03 - Morlock) Rajani Dhama (Marvel) Erg (Marvel) Hepzibah (Marvel) Leech (Marvel) 
 
 Alexander Lexington (Marvel) Litterbug Masque (Marvel)(01 - Morlocks) Nightcrawler (Marvel)(01 - Kurt Wagner) Professor X (Marvel) Skids (Marvel) Storm (Marvel)(01 - Ororo Munroe) Warpath (Marvel)",x_men_uncanny_1963
0,TPB,The Dark Phoenix Saga,The Dark Phoenix Saga,1991,issue.php?ID=45941,Bill Sienkiewicz,US $ 15.95,None.,Color;  Trade Paperback; 192 pagesThere are other versions of this issue in the database: Uncanny X-Men (1963) TPB 10th Printing Uncanny X-Men (1963) TPB 12th Printing - X-Men Legends Vol. 2 (2003) Uncanny X-Men (1963) TPB 1st Printing Uncanny X-Men (1963) TPB 2006 Printing Uncanny X-Men (1963) TPB 2012 Printing Uncanny X-Men (1963) TPB 3rd Edition. Second Printing 2013 Uncanny X-Men (1963) TPB 4th Printing Uncanny X-Men (1963) TPB 5th printing Uncanny X-Men (1963) TPB 6th Printing Uncanny X-Men (1963) TPB 7th Printing Uncanny X-Men (1963) TPB 8th Printing Uncanny X-Men (1963) TPB Marvel's Finest (2000)Story,Add/remove story arcs to this issueThe Dark Phoenix SagaSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Araki (Marvel)(01) Banshee (Marvel)(01 - Sean Cassidy) Beast (Marvel)(Henry McCoy) Bel-Dann Black Bishop (Marvel)(01-Harry Leland) Black King (01 - Sebastian Shaw) Black Queen (01 - Phoenix Force) James Earl 'Jimmy' Carter, Jr. Wade Cole (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Dr. Peter Corbeau (Marvel) Cyclops (Marvel)(03 - Scott Summers) Dark Phoenix (Marvel) Dazzler (Marvel)(02 - Alison Blaire) Doctor Strange (Marvel)(02 - Stephen Strange) Earthquake (Marvel) Gladiator (Marvel)(02 - Kallark) Elaine Grey (Marvel) John Grey (Marvel) Sara Grey Havok (Marvel) Hugh Hefner Hussar Edwin Jarvis (Marvel) Robert Edward Kelly Lilandra (Marvel) Angelo Macon (Marvel) Moira MacTaggert (Marvel) Maelen Manta (Marvel) 
 
 Mastermind (Marvel)(01 - Jason Wyngarde) Mr. Fantastic (Marvel)(01 - Reed Richards) Multiple Man (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Oracle (Marvel)(01 - Imperial Guard) Phoenix (Marvel)(02 - Phoenix Force) Donald Pierce (Marvel) Polaris (Marvel) Professor X (Marvel) Carmen Pryde (Marvel) Katherine 'Kitty' Pryde (Marvel) Terri Pryde R'klll Raksor Recorder #211 Murray Reese (Marvel) Silver Surfer (Marvel) Smasher (Marvel)(05 - Vril Rokk) Candy Southern Spider-Man (Marvel)(01 - Peter Parker) Starbolt (Marvel)(01) Storm (Marvel)(01 - Ororo Munroe) Supreme Intelligence (Marvel) Tempest (Marvel)(01 - Grannz) Tessa (Marvel) Thing (Marvel)(01 - Ben Grimm) Uatu the Watcher (Marvel) Warstar White Queen (Marvel)(02 - Emma Frost) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,TPB,The Birth of Generation Hope,The Five Lights,December 2010,issue.php?ID=216952,Rachel DodsonTerry Dodson,US $ 16.99,None.,Color;  Trade PaperbackStory,Add/remove story arcs to this issueThe Five LightsSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Armor (Marvel) Beast (Marvel)(Henry McCoy) Black King (01 - Sebastian Shaw) Cannonball (Marvel) Collective Man (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Danger (Marvel) Dazzler (Marvel)(02 - Alison Blaire) Doctor Nemesis (Marvel)(01 - James Bradley) Dust (Marvel)(02 - Sooraya Qadir) E.V.A. (Marvel) Fantomex (Marvel)(01 - Charlie-Cluster 7) Frenzy (Marvel) Emma Grace Frost (Marvel) Molly Hayes (Marvel) Human Torch (Marvel)(02 - Johnny Storm) Iceman (Marvel) Madison Jeffries (Marvel) Kate Kildare Kitano Krang (Marvel) Mr. Fantastic (Marvel)(01 - Reed Richards) Namor the Sub-Mariner (Marvel) Nekra (Marvel) Northstar (Marvel) 
 
 Barack Hussein Obama Oya (Marvel)(02 - Idie Okwonko) Pixie (Marvel)(03 - Megan Gwynn) Primal (Marvel)(02 - Teon Macik) Katherine 'Kitty' Pryde (Marvel) Psylocke (Marvel) Dr. Kavita Rao (Marvel) Cecilia Reyes (Marvel) Franklin Benjamin Richards (Marvel) Rockslide (Marvel) Steve Rogers (Marvel) Rogue (Marvel)(01 - Anna Marie Raven) Scalphunter (Marvel) Selach Sebastian Hiram Shaw (Marvel) Sadie Sinclair Spider-Woman (Marvel)(01 - Jessica Drew) Anthony Edward 'Tony' Stark (Marvel) Storm (Marvel)(01 - Ororo Munroe) Hope Summers (Marvel)(02 - Mutant Messiah) Surge (Marvel)(01 - Noriko Ashida) Thing (Marvel)(01 - Ben Grimm) Thor (Marvel)(01 - Thor Odinson) Transonic (Marvel) Velocidad (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,TPB,Sisterhood,Sisterhood,August 2009,issue.php?ID=177855,Greg LandJustin Ponsor - 'J-Po',US $ 14.99,None.,Color;  Trade PaperbackStory,Add/remove story arcs to this issueSisterhoodSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Archangel (Marvel) Armor (Marvel) Aurora (Marvel) Beast (Marvel)(Henry McCoy) Blindfold (Marvel) Catherine Bradley Dr. Nicola Bradley Chimera (Marvel)(03 - Sisterhood of Mutants) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Dazzler (Marvel)(02 - Alison Blaire) Doctor Nemesis (Marvel)(01 - James Bradley) Domino (Marvel)(02 - Neena Thurman) Dreaming Celestial Dust (Marvel)(02 - Sooraya Qadir) Elixir (Marvel) Empath (Marvel) Emma Grace Frost (Marvel) Gentle (Marvel) Hellion (Marvel) Hepzibah (Marvel) Iceman (Marvel) Madison Jeffries (Marvel) Kyle Roy Jinadu Karma (Marvel) Lady Deathstrike (Marvel) Lady Mastermind 
 
 Loa (Marvel) Lord Molyneux Mastermind (Marvel)(03 - Martinique Wyngarde) Nightcrawler (Marvel)(01 - Kurt Wagner) Northstar (Marvel) Pixie (Marvel)(03 - Megan Gwynn) John Price Mary Price Psylocke (Marvel) Dr. Kavita Rao (Marvel) Red Queen (Marvel)(03 - Madelyne Pryor) Revanche Rockslide (Marvel) Salome (Marvel)(Hellfire Club) Cornelius Shaw Sadie Sinclair Spiral (Marvel) Stepford Cuckoo (Marvel)(Celeste) Stepford Cuckoo (Marvel)(Irma) Stepford Cuckoo (Marvel)(Phoebe) Storm (Marvel)(01 - Ororo Munroe) Sunspot (Marvel) Surge (Marvel)(01 - Noriko Ashida) Yuriko Takiguchi (Marvel) Simon Trask Warpath (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) X-23 (Marvel)",x_men_uncanny_1963
0,TPB,Quarantine,Quarantine,June 2011,issue.php?ID=229158,Greg LandJustin Ponsor - 'J-Po',US $ 16.99,None.,Color;  Trade Paperback; 120 pagesStory,Add/remove story arcs to this issueQuarantineSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Anole (Marvel) Bouncing Betty Burst Collective Man (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Danger (Marvel) Dazzler (Marvel)(02 - Alison Blaire) Doctor Nemesis (Marvel)(01 - James Bradley) E.V.A. (Marvel) Fantomex (Marvel)(01 - Charlie-Cluster 7) Emma Grace Frost (Marvel) Kate Kildare Lobe Namor the Sub-Mariner (Marvel) Penny Newsom Northstar (Marvel) 
 
 Oya (Marvel)(02 - Idie Okwonko) Pixie (Marvel)(03 - Megan Gwynn) Katherine 'Kitty' Pryde (Marvel) Psylocke (Marvel) Dr. Kavita Rao (Marvel) Cecilia Reyes (Marvel) Rockslide (Marvel) Sebastian Hiram Shaw (Marvel) Stepford Cuckoo (Marvel)(Celeste) Stepford Cuckoo (Marvel)(Irma) Stepford Cuckoo (Marvel)(Phoebe) Storm (Marvel)(01 - Ororo Munroe) Hope Summers (Marvel)(02 - Mutant Messiah) Thug (02) Transonic (Marvel) Verre Wolverine (Marvel)(01 - James 'Logan' Howlett) X-23 (Marvel)",x_men_uncanny_1963
0,TPB,Poptopia,Poptopia,October 2001,issue.php?ID=85233,Ian Churchill,US $ 15.95,None.,Color;  Trade Paperback; 144 pagesStory,Add/remove story arcs to this issuePoptopiaSynopsis: ,"Archangel (Marvel) Bette (Marvel) Chamber (Marvel)(01 - Jonothan Starsmore) Cyclops (Marvel)(03 - Scott Summers) Iceman (Marvel) Sugar Kane Madam Drache 
 
 Mr. Clean (Marvel)(02 - Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Phoenix (Marvel)(04 - Jean Grey) Warp Savant Stacy X (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,TPB,Manifest Destiny,,October 2009,issue.php?ID=182432,Alex Ross,US $ 24.99,None.,Color;  Trade PaperbackStory,Add/remove story arcs to this issueSynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Beast (Marvel)(Henry McCoy) Blob (Marvel) Cannonball (Marvel) Catseye (Marvel) Chimera (Marvel)(03 - Sisterhood of Mutants) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Dazzler (Marvel)(02 - Alison Blaire) Guy DeMondue Dreaming Celestial Empath (Marvel) Emma Grace Frost (Marvel) High Evolutionary (Marvel) Jetstream (Marvel) Karma (Marvel) 
 
 Kierrok the Damned Magneto (Marvel) Moonstar (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Pixie (Marvel)(03 - Megan Gwynn) Red Queen (Marvel)(03 - Madelyne Pryor) Roulette (Marvel) (02 - Jennifer Stavros) Sadie Sinclair Storm (Marvel)(01 - Ororo Munroe) Kingo Sunen Tarot (Marvel) Thunderbird (Marvel)(02 - James Proudstar) Simon Trask White Queen (Marvel)(02 - Emma Frost) Wolverine (Marvel)(01 - James 'Logan' Howlett) Xiong (Marvel)",x_men_uncanny_1963
0,TPB,Lovelorn,Manifest Destiny,June 2009,issue.php?ID=171565,Rachel DodsonTerry Dodson,US $ 15.99,None.,Color;  Trade PaperbackStory,Add/remove story arcs to this issueLovelornManifest DestinySynopsis: ,"Angel (Marvel)(03 - Warren Worthington III) Anole (Marvel) Archangel (Marvel) Armor (Marvel) Beast (Marvel)(Henry McCoy) Cannonball (Marvel) Chimera (Marvel)(03 - Sisterhood of Mutants) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Dazzler (Marvel)(02 - Alison Blaire) Doctor Doom (Marvel)(01 - Victor von Doom) Doctor Nemesis (Marvel)(01 - James Bradley) Emma Grace Frost (Marvel) Godzilla High Evolutionary (Marvel) The Hood (Marvel)(02 - Parker Robbins) Madison Jeffries (Marvel) Karma (Marvel) Lady Deathstrike (Marvel) Magneto (Marvel) Mastermind (Marvel)(03 - Martinique Wyngarde) Moonstar (Marvel) Namor the Sub-Mariner (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Norman Virgil Osborn (Marvel) 
 
 Donald Pierce (Marvel) Pixie (Marvel)(03 - Megan Gwynn) Alexandra Natalya Rasputin Illyana Nikolovna Rasputin Mikhail Rasputin Nikolai Rasputin Red Queen (Marvel)(03 - Madelyne Pryor) Sebastian Hiram Shaw (Marvel) Sadie Sinclair Spiral (Marvel) Anthony Edward 'Tony' Stark (Marvel) Stepford Cuckoo (Marvel)(Celeste) Stepford Cuckoo (Marvel)(Irma) Stepford Cuckoo (Marvel)(Phoebe) Storm (Marvel)(01 - Ororo Munroe) Sunfire (Marvel) Yuriko Takiguchi (Marvel) Tattooed Man (Marvel) Tessa (Marvel) Simon Trask Vertigo (Marvel)(01 - Mutates/Marauders) Warpath (Marvel) White Queen (Marvel)(02 - Emma Frost) Wolverine (Marvel)(01 - James 'Logan' Howlett) X-23 (Marvel)",x_men_uncanny_1963
0,TPB,Inferno,,December 1991,issue.php?ID=83725,Daniel 'Dan' GreenMarc Silvestri,US $ 24.95,None.,Color;  Trade Paperback; 36 pagesStory,Add/remove story arcs to this issueLetters Column: X-MailSynopsis: ,"Archangel (Marvel) Arclight (Marvel) Beast (Marvel)(Henry McCoy) Blockbuster (Marvel)(02 - Michael Baer) Colossus (Marvel)(03 - Piotr Rasputin) Cyclops (Marvel)(03 - Scott Summers) Dazzler (Marvel)(02 - Alison Blaire) Forge (Marvel) Gateway (Marvel) Elaine Grey (Marvel) John Grey (Marvel) Harpoon (Marvel) Havok (Marvel) Iceman (Marvel) Longshot (Marvel)(01 - Longshot) Malice (Marvel)(04 - Marauder) Marvel Girl (Marvel)(01 - Jean Grey) Mr. Sinister (Marvel) 
 
 N'Astirh Polaris (Marvel) Prism (Marvel) Professor X (Marvel) Madelyne 'Maddie' Pryor (01 - Jean Grey clone) Psylocke (Marvel) Riptide (Marvel) Rogue (Marvel)(01 - Anna Marie Raven) Sabretooth (Marvel) Scalphunter (Marvel) Scrambler Ship (Marvel)(02 - X-Factor's HQ) Storm (Marvel)(01 - Ororo Munroe) Nathan Christopher Charles Summers Patricia  'Trish' Tilby Vertigo (Marvel)(01 - Mutates/Marauders) Wolverine (Marvel)(01 - James 'Logan' Howlett)",x_men_uncanny_1963
0,TPB,Ghosts,,2013,issue.php?ID=275570,Rick Leonardi,US $ 34.99,None.,Color;  Trade Paperback; 360 pagesStory,Add/remove story arcs to this issueSynopsis: ,"Arthur Adams Alfie (Marvel)(02 - Fatboys) Alpha the Ultimate Mutant (Marvel) Angel (Marvel)(03 - Warren Worthington III) Arcade (Marvel) Avalanche (Marvel)(01 - Dominic Szilard) Beast (Marvel)(Henry McCoy) Beyonder (Marvel) Binary (Marvel) Black Bishop (Marvel)(01-Harry Leland) Black King (01 - Sebastian Shaw) Black Queen (01 - Phoenix Force) Black Rook (F. Von Roehm) Blob (Marvel) Brightwind Butch (Marvel) Caliban (Marvel) Callisto (Marvel) Cannonball (Marvel) Ch'od (Marvel) Wade Cole (Marvel) Colossus (Marvel)(03 - Piotr Rasputin) Colossus (Marvel)(Days of Future Past) Neal Conan Dr. Valerie Cooper (Marvel) Corsair (Marvel) Cr'reee Cyclops (Marvel)(03 - Scott Summers) Cypher (Marvel)(01 - Doug Ramsey) Darla (Marvel) Destiny (Marvel) (03 - Irene Adler) Chief Justice Michelle Devereux Jessica Drew (Marvel) Bob Edwards Energizer (Marvel) Fenris (Andrea Strucker) Fenris (Andreas Strucker) Sharon Friedlander Elaine Grey (Marvel) John Grey (Marvel) Gabrielle Haller (Marvel) Hepzibah (Marvel) Iceman (Marvel) David Ishima Jahf Sir James Jaspers (Marvel)(Earth-238) Karma (Marvel) Clark Kent (Marvel) Lady Deathstrike (Marvel) Lois Lane (Marvel) Lilandra (Marvel) Lockheed (Marvel) Longshot (Marvel)(01 - Longshot) Angelo Macon (Marvel) 
 
 Moira MacTaggert (Marvel) Magik (Marvel)(01 - Illyana Rasputin) Magma (Marvel)(02 - Amara Aquilla) Magneto (Marvel) Major Domo Marvel Girl (Marvel)(01 - Jean Grey) Lindsay McCabe Mirage (Marvel)(02 - Danielle Moonstar) Miss Locke (Marvel)(01 - original) Mister Chambers Mojo (Marvel) Sabrina  Morrell Ms. Marvel (Marvel)(01 - Carol Danvers) Mystique (Marvel) Nightcrawler (Marvel)(01 - Kurt Wagner) Nimrod (Marvel)(02 - Sentinel) Phoenix (Marvel)(03 - Rachel Summers) Donald Pierce (Marvel) Katie Power (Marvel) Professor X (Marvel) Madelyne 'Maddie' Pryor (01 - Jean Grey clone) Psylocke (Marvel) Puddlegulp Pyro (Marvel)(01 - St. John Allerdyce) Judith Rassendyll Raza (Marvel)(01 - Raza Longknife) Ronald Wilson Reagan Murray Reese (Marvel) Donald Regan Franklin Benjamin 'Scrapper' Richards (Marvel)(Days of Future Past) Rogue (Marvel)(01 - Anna Marie Raven) Amanda Sefton (Marvel) Selene (Marvel) Shadowcat (Marvel) Shadowcat (Marvel)(Days of Future Past) Sebastian Hiram Shaw (Marvel) Sikorsky Louise Simonson Walter Simonson Spider-Woman (Marvel)(02 - Julia Carpenter) Spiral (Marvel) Storm (Marvel)(01 - Ororo Munroe) Storm (Marvel)(Days of Future Past) Nathan Christopher Charles Summers Sunder (Marvel) Sunspot (Marvel) Admiral Gregori Mihailovitch Suvorov Tessa (Marvel) Uatu the Watcher (Marvel) Waldo (Marvel) Warlock (Marvel) Wolfsbane (Marvel) Wolverine (Marvel)(01 - James 'Logan' Howlett) Wolverine (Marvel)(Days of Future Past)",x_men_uncanny_1963
